label,text
FAKE,"Prime Minister Narendra Modi's July 3 visit to a military hospital in Leh, to meet soldiers injured in the clashes between India and China at Galwan valley, has sparked controversy on social media. Th"
FAKE,"A message on WhatsApp, appearing to be a free streamig pass from Netflix during the COVID-19 isolation period from, is fake. The message carries a spam website which has been flagged by online securit"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
FAKE,"In late May, a bizarre story about a Saudi prince losing $350 million along with five out of his nine wives at a casino, went viral around the world.  The story published on May 30, details how Prince"
REAL,40 overs of action and we still do not have a winner. The match is heading to the Super Over. Both sides had the game in their hands at one point or the other but none have been able to latch onto it 
FAKE,A collage of two images of a lady being fed sweets by two elders in a rural setting is viral with the false claim that it shows an Indian Administrative Service (IAS) officer from rural Karnataka who 
REAL,"जो किसान धरती से सोना उगाता है,मोदी सरकार का घमंड उसे ख़ून के आँसू रुलाता है।राज्यसभा में आज जिस तरह कृषि विधेयक… https://t.co/s3S3Kz3jse — Rahul Gandhi (@RahulGandhi) 1600603677000  NEW DELHI: Congre"
FAKE,"Here's this week's round-up of the news you almost believed.  The Times Of India (TOI) fell for a photoshopped circular claiming to be from the VLB Janakiammal College of Arts and Science, in Coimbato"
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
FAKE,Conservative British media personality Katie Hopkins shared a 2017 footage of stone pelting as a recent protest against the Citizenship Amendment Act.  Hopkins shared the 9-second clip in a tweet on D
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
FAKE,"File Pic: Rohingya families in Tripura in 2017. Courtesy: IANS  Prashant Patel Umrao, a Delhi based lawyer, recently made some bold claims over Twitter that has gathered a lot of attention. In his twe"
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
REAL,"Ranchi: Around 60 people, including PG doctors, nurses, security guards and support staff of the state-run Rims hospital, badly thrashed the brother and other family members of a deceased patient at t"
REAL,Payal Ghosh recently accused Anurag Kashyap of sexual harassment. Her claims were supported by Kangana Ranaut who also shared her struggles in Bollywood. Payal has now taken to her Twitter handle to t
FAKE,"      The official trust of the Tirupati Balaji temple has told BOOM it has not decided yet about donating money for the construction of a Ram temple in Ayodhya, Uttar Pradesh, quashing viral rumours "
REAL,"जो किसान धरती से सोना उगाता है,मोदी सरकार का घमंड उसे ख़ून के आँसू रुलाता है।राज्यसभा में आज जिस तरह कृषि विधेयक… https://t.co/s3S3Kz3jse — Rahul Gandhi (@RahulGandhi) 1600603677000  NEW DELHI: Congre"
FAKE,"An undated image of actor Sooraj Pancholi photographed with a group of friends, is doing the rounds on social media with netizens identifying one of them as Disha Salian, a celebrity manager who repor"
REAL,"Actor Anindya Chatterjee is having a busy Sunday today. The actor is caught up judging a virtual talent hunt show since morning at a city banquet. And to give him company, singer Shahana Bajpaie too w"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"People queue to deposit inside a bank in Allahabad. Reuters  Has RBI approved a 5-day week work schedule for the banking industry starting from June 1 ?  Yes, if this message circulating from the last"
FAKE,"Suresh Chavhanke, of Sudarshan News, posted a video of Assaduddin Owaisi dancing in an election rally with a false claim he was celebrating the murder of Kamlesh Tiwari, Hindu Samaj leader. BOOM found"
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
FAKE,A 2016 video of an event featuring spiritual leader Morari Bapu is being shared on Facebook with a false claim that the wife of Abu Dhabi Crown Prince Sheikh Mohammed bin Zayed Al Nahyan carried the R
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
FAKE,Here's a round-up of all the news that was fake in the last one week.  Twitter went ballistic over a 2016 Facebook post allegedly by Chetan Bhagat against bursting firecrackers during Diwali. The post
FAKE,"Randeep Singh Surjewala, spokesperson of the Indian National Congress made a misleading claim about Rajasthan Chief Minister Vasundhara Raje when he tweeted on November 29 in Hindi.  A loose translati"
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
REAL,"GURUGRAM: As the number of home isolation patients has crossed 2,000 in Gurugram, the health department on Saturday formed 20 teams with four members each to monitor the health of the patients under h"
REAL,"NEW DELHI: As many as 21 states, mostly ruled by BJP or parties which have supported it on various issues, have opted to borrow Rs 97,000 crore to meet the GST revenue shortfall in the current fiscal,"
FAKE,"A video capturing a mock drill in Pune's Deccan Corner area to test the response of emergency services to a COVID-19 patient, is being shared online as a real incident.    The video shot at Deccan Cor"
REAL,"Trichy: Four government school students trained by IGNITTE, the teaching club of National Institute of Technology, Trichy (NIT-T) cleared JEE Mains this year.P Sethupathy and Hari Krishnan of governme"
FAKE,"People queue outside the Reserve Bank of India (RBI) to exchange their old high denomination bank notes as a security personnel stands guard, in New Delhi, India, December 30, 2016. REUTERS/Adnan Abid"
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
FAKE,Pakistan Tehreek-E-Insaaf tweeted on Saturday a video comprising of two old and separate clashes between civilians and security forces in Kashmir.  The Indian government on August 5 abrogated Article 
FAKE,A still photo culled from a movie that was debunked in 2017 has been revived on Facebook again with a false context that claims an MLA in Uttar Pradesh was sexually harassing a poor woman in public.  
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
FAKE,A six seconds video showing an injured Jamia Millia Islamia (JMI) student being carried away is being shared with the false claim that he succumbed to his injuries. The clip is viral in the wake of pr
REAL,"Haridwar: A young couple jumped into the Ganga from Chandi Ghat bridge on Haridwar-Bijnor highway on Saturday morning. After getting information of the incident, the police team with the help of diver"
FAKE,Our website is made possible by displaying online advertisements to our visitors.  Please consider supporting us by disabling your ad blocker. Please reload after ad blocker is disabled.
FAKE,"An image claiming to show Congress workers, led by party general secretary Priyanka Gandhi Vadra, held a poster in support of a 'Muslim Rashtra' or a Muslim majority country during their anti-Citizens"
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
FAKE,A horrific video showing members of a drug cartel ripping out a man's entrails while he is still alive is being shared on social media with a fake narrative of Rashtriya Swayamsevak Sangh (RSS) men ri
FAKE,"Let's face it fake news loves photoshop. The editing software was used to create some mischievous, some hilarious and some downright silly images in 2017. We bring you a list of the top 10 photoshop i"
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
FAKE,An old video of Yogi Adityanath seated while an aide distributes money to villagers has resurfaced on social media with a caption that insinuates the  Uttar Pradesh chief minister was bribing potentia
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,"A video of a man being stripped and thrashed by a group of women for allegedly harassing school students in Ambala, Haryana, is viral with false claims that the accused is a Muslim.  The two-minute-lo"
FAKE,A 2015 photograph of a cow with gruesome facial injuries in Rajasthan's Raipur Mewar has been revived and is being falsely linked to a recent incident in Himachal Pradesh where a pregnant cow was woun
REAL,NEW DELHI: The Rajya Sabha witnessed unprecedented scenes on Sunday during the debate on agriculture bills as opposition members trooped into the well of the House in protest during a reply by Agricul
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,"A set of two old and unrelated photographs purported to compare the condition of river Ganga during the Congress and BJP rule in the country respectively, have gone viral on Facebook.  Several pages h"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,"Images showing a portion of an under-construction flyover in Gurugram that collapsed on August 22, 2020 is being peddled with fake claims of an accident that happened in different cities such as Mumba"
FAKE,"A picture of a woman and a young boy posing with garlands is viral with false communal spin that muslim woman in Saudi Arabia married her son, following the husband's death.  The two photos are being "
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
FAKE,A disturbing photo of a priest hanging from a temple wall in Uttar Pradesh is being shared on social media with a false narrative that Muslims killed the Hindu priest.  The photo that has gone viral o
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
FAKE,"Social media has recently been flooded with a video showing a group of Indian youths burning face masks, while claiming that they are ineffective against COVID-19 and can lead to increased carbon diox"
REAL,"Burdwan: A leopard cub has allegedly gone missing from its cage a week after its birth at the Zoological Park in East Burdwan. When staff went to clean the cage on Saturday, they found only the mother"
FAKE,An image from the 2002 riots that took place in Gujarat was used in a 'Save Bengal' poster on social media to protest communal riots that have rocked West Bengal's North 24 Parganas district where one
FAKE,"Claim  20 churches were burnt down last night and tonight they want to destroy more than 200 churches in ""Olisabang province"". They want to kill 200 missionaries within the next 24 hours. All Christia"
FAKE,A Photoshopped image of a van with the poster of Jan Jagran Yatra that was launched by the Congress party in Madhya Pradesh is being shared by many on social media. The image has gone viral with what 
REAL,SALEM: A burglary attempt was made in an Indian Bank ATM kiosk near steel plant campus in Salem city on Sunday morning. The ATM is located on Salem-Tharamangalam state highway near Salem Steel Plant p
FAKE,A tweet by a fake Nita Ambani account urging people to support and stand by Prime Minister Narendra Modi and Home Minster Amit Shah is viral on social media. The fake tweet went viral in light of the 
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
FAKE,"A viral graphic claiming a photo of an impoverished girl on Diwali night at Ayodhya was faked using a Rohingya Muslim child, is false.  The graphic, a collage of three images, shows a Rohingya Muslim "
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,"CLAIM: Jet Airways is giving 2 free tickets to every family, to celebrate 25th anniversary.  FACT: False. Jet Airways has said the link being circulated is fake  The free air tickets phishing scam has"
REAL,"CHENNAI: More than one lakh new members have joined the DMK within 72 hours of launching Ellorum Nammudan campaign , party president M K Stalin said on Saturday.“This is a testament to the trust and f"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,"NEW DELHI: South Delhi Municipal Corporation has decided to waive education cess on property taxes paid by religious institutions. The relaxation will be applicable to all temples, gurdwaras, churches"
FAKE,"A fake photo that purports to show a Washington Post story on Times Now being rated the most biased media house by a global rating agency has resurfaced on social media.  The Photoshopped picture, whi"
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
REAL,"MUZAFFARNAGAR: Twenty-four years after he was booked for possessing an illegal firearm and also served three months in jail, Ramratan, now 65, was acquitted by a local court in Muzaffarnagar because p"
FAKE,"A video purporting to show that Pakistan's national flag was waved at a victory rally of the Indian National Congress (Congress) party in Rajasthan, is false and has been debunked by state police too."
FAKE,An image claiming to show members of the Akhil Bhartiya Vidyarthi Parishad the student wing of Bhartiya Janata Party held a protest against the Citizenship Amendment Act (CAA) and the proposed Nationa
FAKE,"A video of a freak accident, where a billboard flew off and hit two motorcyclists in Pakistan's Karachi during torrential downpour last week, is doing the rounds as Mehdipatanam in Hyderabad.  The 19 "
REAL,"Jaisalmer: Two minor girls from Delhi, who had allegedly come to meet a friend in Jaisalmer, were rescued from Thaiyat village by Delhi Police after their families back lodged a kidnapping case. The t"
FAKE,Several photos of Indian female fighter pilots are being shared over social media with the misleading claim that they led the Indian Air Force (IAF) air strike at Balakot on Tueday.  Following the air
FAKE,"A disturbing video of a youngster in Hyderabad being stabbed by his wife's parents is viral on Facebook with a false claim that a Hindu avenged the rape of an eight-year-old in Barabanki, Uttar Prades"
FAKE,A set of four pictures showing a group of NGO workers cremating an unclaimed body wrapped in white cloth in Lucknow is being shared on social media with captions falsely claiming the photos show an or
FAKE,"As India's COVID-19 cases continue to rise and educational institutes remain shut, a morphed Aaj Tak graphic misleadingly claims that the government has already decided the dates for reopening of scho"
FAKE,"A photo that purports to show a billboard congratulating Samajwadi Party chief Akhilesh Yadav on becoming the prime minister is fake, the original hoarding was a greeting for the new year.  The image,"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
FAKE,"A three-month-old video from Ahmedabad has been revived on social media with the false claim that it is from the capital, that is in the throes of communal riots.    The video shows police jeeps with "
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"A screenshot purporting to be a newspaper clipping claiming Rashtriya Swayamsevak Sangh chief Mohan Bhagwat said the COVID-19 pandemic has shaken his faith in religion, is fake.    The viral message i"
FAKE,Media outlets including Firstpost and the Quint have published a misleading article claiming actress Parineeti Chopra's role as brand ambassador for the 'Beti Bachao Beti Padhao' campaign was cut shor
FAKE,"An image of a Rohingya family from Myanmar, living in a refugee camp in Bangladesh, is being passed off on social media in India as illegal Bangladeshi migrants living in India.  The image is being sh"
REAL,"NEW DELHI: The Electronic Vaccine Intelligence Network (eVIN) system, which provides real-time information on vaccine stocks and storage temperatures across all cold chain points in the country, is be"
FAKE,"Mumbai Police took to Twitter to rubbish a viral WhatsApp forward that listed the dates and times for distribution of essential items such as milk, newspapers, groceries and medicines and falsely attr"
FAKE,A video of Aligarh Muslim University (AMU) students sloganeering against the Citizenship Amendment Act (CAA) is viral on social media with claims that they were raising slogans about eradicating Hindu
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
REAL,"KAUSHAMBI: Three teenage girls drowned while they had gone for a swim in Ganga near Kurai village, under Puramufti police station, in Kaushambi district on Sunday morning. The girls were accompanied b"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,"A forward has been making rounds on WhatsApp claiming to say that a video will be released on WhatsApp tomorrow called Martinelli which is a virus. It further claims that once it enters your phone, no"
FAKE,"A disturbing video showing two migrant workers being intimidated and forced to chant 'Jai Shri Ram' in Surat, Gujarat has resurfaced on social media with no context that the video is nearly three year"
FAKE,"An old article claiming the World Bank has named Prime Minister Narendra Modi as the prime minister who borrowed the most in loans since independence, has resurfaced on social media.  The story making"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
FAKE,"A 2018 video of Professor Hameeda Nayeem, wife of Hurriyat leader Nayeem Ahmad Khan, speaking at AMU on the Kashmir issue has gone viral on social media. The caption being shared with the video falsel"
REAL,CHENNAI: Tamil Nadu government's efforts to implement the Cauvery-Vaigai-Gundar river interlinking project got a push with the National Water Development Agency of the Union Jal Shakti ministry submit
FAKE,"Here's a round-up of this week's News You Almost Believed.  Former President of India, Pranab Mukherjee became the target of the fake news brigade as he broke convention as a former Congressman and ac"
FAKE,"Social media posts claiming Pakistani cricketer Yasir Shah died in the Pakistan Airlines flight which crashed in Karachi, are false. BOOM reached out to Pakistan Cricket Board who said that the posts "
REAL,19:17 (IST) Sep 20  The second round of countrywide serosurvey led by ICMR has been successfully completed. The final phase analysis of the survey is now underway and will offer a comparison with the 
FAKE,"Sabarimala death case  A tweet from a handle @PartyVillage017 on January 2, 2019, at 5:14pm claimed that an Ayyappa devotee has committed suicide following the entry of two women at the Sabarimala shr"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"A nearly five-year old video of RSS pracharak Rajeshwar Singh's controversial remark about eradicating Christianity and Islam from India by December 31, 2021, has been revived on social media and pass"
FAKE,"An image, part of an optical illusion art made by Japanese psychologist Akiyoshi Kitaoka is being shared on social media with false claims that it can measure the level of stress of a human mind at a "
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
FAKE,"When Mark Zuckerberg told Congress Facebook would use artificial intelligence to detect fake news posted on the social media site, he wasn’t particularly specific about what that meant. Given my own w"
FAKE,"Images of an inter-faith couple are being shared along with a photo of a dead body surrounded by police personnel to make a false claim that it is a case of ""love jihad"" where the woman, a Hindu, was "
FAKE,Several Pakistani media outlets and an Iranian media house published old images from a plane crash in Odisha with a misleading claim that the pictures show an Indian fighter jet shot down by Pakistani
FAKE,"A viral WhatsApp audio clip presumed to be the voice of a Mumbai-based doctor, encourages the use of steam inhalation to kill SARS-CoV-2, the virus that causes COVID-19. BOOM decided to fact check the"
FAKE,A distressing photo showing rows of bodies of Central Reserve Police Force (CRPF) personnel from the horrific 2010 Dhantewada attack by Maoist has resurfaced on social media as a picture from the rece
FAKE,A photo of nurse cleaning the wound of a patient's feet is viral with a false communal angle that she was forced to apologise to a cleric after she made derogatory remarks about him.  The viral pictur
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"NEW DELHI: As many as 21 states, mostly ruled by BJP or parties which have supported it on various issues, have opted to borrow Rs 97,000 crore to meet the GST revenue shortfall in the current fiscal,"
FAKE,"A two-year-old image from Jharkhand of a man publicly shamed for allegedly making a sudden demand for dowry on his wedding day, is viral with a false claim that he was humiliated by the bride's father"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"A viral message claiming Livfavir a branded variant of the generic Favipiravir, manufactured by Livealth Biopharma is cheaper than Glenmark Pharmaceuticals' branded drug Fabiflu, is misleading.  Favip"
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,"A clipped video of activist Harsh Mander addressing anti-Citizenship Amendment Act (CAA) protesters outside Jamia Millia Islamia University on December 16, 2019 is doing the rounds of social media to "
REAL,Sunday is all about creating positive vibes and that’s exactly what Kollywood actor Gautham Karthik is doing. He has got an interesting tip to share with his fans on how they can remain happy and than
FAKE,"Ever since the death of actor Sushant Singh Rajput, fellow actor and former girlfriend Rhea Chakraborty has been under intense scrutiny of investigating agencies and the media.    Recently, this media"
REAL,"NEW DELHI: Twenty days after he went missing, a 28-year-old Delhi civil defence employee, who was deployed as marshal in Delhi Transport Corporation buses, was found dead in a canal in Faridabad on Mo"
FAKE,"Social media posts claiming Delhi's iconic Mughal Gardens at the Rashtrapati Bhavan has been renamed to 'Dr. Rajendra Prasad Garden', are false.  The claim is believable as the Hindu Mahasabha had dem"
FAKE,"(Left: Circular issued by the school, Source: HT) (Right: Fake Google Offer Letter sent to BOOM by Harshit's school principal)  Did a fake Google letter offering 16-year old Chandigarh boy a high-payi"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
REAL,"Chandigarh: Punjab chief minister on Sarurday ordered the transfer of the serving Sardulgarh BDPO to state headquarters, and immediate withdrawal of the letter issued by him regarding some farm protes"
FAKE,A photograph claiming to show an intimate moment between India's Prime Minister Jawaharlal Nehru is a actually a scene from a 2013 play 'Drawing The Line' centered around the partition of India.  The 
FAKE,"Tech major Google is the latest to tackle the growing menace of fake news online.  In a blog post on Friday, Google said it was rolling out new features in search and news results to help users identi"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,An image showing Pakistani soldiers waving a white flag as an Indian soldier looks on in Jammu and Kashmir’s Gurez Valley is viral on Facebook with false claims that the former signaled a truce.  BOOM
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
FAKE,"A photo purporting to show Rahul Gandhi was disrespecting Election Commission officials by handing over his nomination papers while being seated, is misleading and false.  The viral photo shows two se"
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
FAKE,"A caricature depicting Prime Minister Narendra Modi breastfeeding the media while holding a suitcase labelled 'corporate campaign donations', is photoshopped. The image, which purports to be a TIME ma"
REAL,VISAKHAPATNAM: Migrant workers on their way to Kuwait from Andhra Pradesh and Telangana have been forced to shell out massive amounts on hotel fares in UAE as a result of Kuwait’s stringent quarantine
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
FAKE,A 2018 video showing people vandalising a petrol pump in Odisha has been revived in the wake of current hike in fuel prices in the country. The video is being shared on social media with a caption pur
REAL,"MI vs CSK:  ABU DHABI: The Indian Premier League 's ( IPL ) 13th edition got underway on Saturday after nearly a six-month day, and defending champions Mumbai Indians ' (MI) fast bowler James Pattinso"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,A two-year-old video of a man throwing petrol on the Kaaba at Mecca in Saudi Arabia has been shared with a fake caption claiming that the liquid was milk and not a petrol.  The caption with the viral 
REAL,"Heated debate on farm bills in Rajya Sabha; oppn members tear papers, heckle presiding officer The Rajya Sabha witnessed unprecedented scenes during the debate on agriculture bills as opposition membe"
FAKE,A video showing a woman dancing in the front seat of a moving car is being shared online with a false narrative that is shows student activist Gurmehar Kaur while campaigning for CPI candidate Kanhaiy
REAL,WASHINGTON: A US judge early Sunday blocked the Commerce Department from requiring Apple Inc and Alphabet Inc's Google to remove Chinese-owned messaging app WeChat for downloads by late Sunday.US Magi
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
FAKE,"Malayalam TV channel Janam TV, which has been called out in the past for sharing misinformation over the women trying to enter the Sabarimala shrine, has done it again; this time claiming, activist Tr"
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,"A video from 2015 of a businessman jumping off a high-rise hotel in Philadelphia, USA is being shared with false claims that a Italian businessman committed suicide after he lost his family to the nov"
REAL,19:17 (IST) Sep 20  The second round of countrywide serosurvey led by ICMR has been successfully completed. The final phase analysis of the survey is now underway and will offer a comparison with the 
FAKE,A photograph of a scene from a movie re-enacting moments after Mahatma Gandhi's assassination by Nathuram Godse is viral on social media with false claims that it's a rare photograph of the original e
FAKE,"An old image, which shows a man in a police uniform holding stones in both hands, has been shared as a picture of a Delhi policeman in light of the recent unrest in north-east of the capital. BOOM has"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
REAL,"NEW DELHI: As many as 21 states, mostly ruled by BJP or parties which have supported it on various issues, have opted to borrow Rs 97,000 crore to meet the GST revenue shortfall in the current fiscal,"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
